x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
12055.127930	8816.321289	11.000000	11.000000	0	69	255	13	0	4	0	12055.127930	8816.321289	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	68	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12209.810547	8867.881836	11.000000	11.000000	0	70	255	13	0	4	0	12209.810547	8867.881836	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	69	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12284.286133	8827.779297	11.000000	11.000000	0	71	255	13	0	4	0	12284.286133	8827.779297	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	70	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12330.118164	8844.965820	11.000000	11.000000	0	72	255	13	0	4	0	12330.118164	8844.965820	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	71	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12404.594727	8810.591797	11.000000	11.000000	0	73	255	13	0	4	0	12404.594727	8810.591797	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	72	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12501.987305	8804.863281	11.000000	11.000000	0	74	255	13	0	4	0	12501.987305	8804.863281	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	73	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12645.210938	8696.012695	11.000000	11.000000	0	75	255	13	0	4	0	12645.210938	8696.012695	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	74	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12713.958008	8684.554688	11.000000	11.000000	0	76	255	13	0	4	0	12713.958008	8684.554688	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	75	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12834.266602	8632.994141	11.000000	11.000000	0	77	255	13	0	4	0	12834.266602	8632.994141	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	76	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12914.471680	8615.807617	11.000000	11.000000	0	78	255	13	0	4	0	12914.471680	8615.807617	0.000000	0.000000	0	0	0	0	0	0.000000	0.000000	0.000000	77	-3123.699951	0.000000	-3123.699951	0.000000	0	0	0.000000
12536.400391	9629.839844	11.000000	11.000000	0	79	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	0	1	0	0.000000	0.000000	0.000000	78	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
