x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
36211.562500	27912.419922	11.000000	11.000000	0	78	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	77	0	0	0.000000	0.000000	0.000000	77	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36261.562500	27912.419922	11.000000	11.000000	0	79	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	78	0	0	0.000000	0.000000	0.000000	78	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36311.562500	27912.419922	11.000000	11.000000	0	80	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	79	0	0	0.000000	0.000000	0.000000	79	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36361.562500	27912.419922	11.000000	11.000000	0	81	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	80	0	0	0.000000	0.000000	0.000000	80	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36411.562500	27912.419922	11.000000	11.000000	0	82	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	81	0	0	0.000000	0.000000	0.000000	81	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36461.562500	27912.419922	11.000000	11.000000	0	83	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	82	0	0	0.000000	0.000000	0.000000	82	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36511.562500	27912.419922	11.000000	11.000000	0	84	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	83	0	0	0.000000	0.000000	0.000000	83	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36561.562500	27912.419922	11.000000	11.000000	0	85	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	84	0	0	0.000000	0.000000	0.000000	84	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36611.562500	27912.419922	11.000000	11.000000	0	86	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	85	0	0	0.000000	0.000000	0.000000	85	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36661.562500	27912.419922	11.000000	11.000000	0	87	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	86	0	0	0.000000	0.000000	0.000000	86	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
